#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
5442,105,-1,gamma,0.52309,0,5.29957,7.8,2.09321,742.74,detectLogical_PV,NA
22204,2469,-1,gamma,3.65596,0,7.17106,7.8,2.50738,39.6038,detectLogical_PV,NA
28318,124,-1,gamma,0.52313,0,6.006,7.8,-3.71342,272.472,detectLogical_PV,NA
32888,1822,-1,gamma,1.46917,0,9.84597,7.46976,2.42735,51.8746,detectLogical_PV,NA
37375,230,-1,gamma,1.72052,0,7.17939,7.8,1.11757,376.413,detectLogical_PV,NA
43268,106,-1,gamma,0.52313,0,8.05309,7.8,0.972779,1416.65,detectLogical_PV,NA
51331,1930,-1,gamma,1.46917,0,3.52563,7.8,-0.760449,950.126,detectLogical_PV,NA
57299,2455,-1,gamma,3.6598,0,8.39907,7.8,1.86305,765.643,detectLogical_PV,NA
67921,120,-1,gamma,0.52313,0,4.25223,7.8,-2.86216,121.375,detectLogical_PV,NA
105421,224,-1,gamma,1.72052,0,10.3192,7.41755,-1.63061,47.6842,detectLogical_PV,NA
116438,105,-1,gamma,0.52313,0,10.0428,7.8,-1.48297,283.965,detectLogical_PV,NA
122700,249,-1,gamma,1.72052,0,7.48544,7.8,1.47873,463.947,detectLogical_PV,NA
134128,105,-1,gamma,0.52313,0,10.3397,7.8,0.362134,27.1798,detectLogical_PV,NA
142559,1834,-1,gamma,1.46917,0,10.5274,7.50337,-1.04642,604.321,detectLogical_PV,NA
142761,242,-1,gamma,1.72052,0,6.92051,7.8,-1.93788,114.221,detectLogical_PV,NA
144100,1853,-1,gamma,1.46917,0,6.66358,7.8,1.11192,860.706,detectLogical_PV,NA
155628,2418,-1,gamma,1.23795,0,5.27652,7.8,-2.40731,2951.83,detectLogical_PV,NA
163316,235,-1,gamma,1.71983,0,3.19656,7.8,-0.698977,334.369,detectLogical_PV,NA
