#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
125862,4928,-1,gamma,1.23826,0,4.30774,7.8,-0.520274,22.9921,detectLogical_PV,NA
158826,4505,-1,gamma,1.46917,0,10.1456,7.8,0.279184,27.7369,detectLogical_PV,NA
167301,216,-1,gamma,1.71983,0,5.10355,7.8,-2.06181,72.782,detectLogical_PV,NA
246394,2893,-1,gamma,1.72052,0,5.96708,7.8,-1.22344,31.1998,detectLogical_PV,NA
248497,2548,-1,gamma,3.6598,0,6.64621,7.8,1.14484,9.61603,detectLogical_PV,NA
268363,250,-1,gamma,1.72052,0,5.80536,7.48419,3.90617,28.3298,detectLogical_PV,NA
317352,2938,-1,gamma,1.72052,0,6.45619,7.8,-0.396835,20.5886,detectLogical_PV,NA
359044,234,-1,gamma,1.72052,0,7.12033,7.8,1.70836,4.06434,detectLogical_PV,NA
392402,242,-1,gamma,1.71983,0,6.5508,7.8,3.86439,7.96072,detectLogical_PV,NA
410087,1985,-1,gamma,1.46917,0,2.76466,7.56214,-0.879965,11.2664,detectLogical_PV,NA
418395,1865,-1,gamma,1.46917,0,5.77485,7.8,-2.59241,32.8312,detectLogical_PV,NA
422521,1992,-1,gamma,1.46917,0,8.9249,7.8,0.270748,5.64312,detectLogical_PV,NA
429949,235,-1,gamma,1.71983,0,5.52064,7.8,0.666245,26.7047,detectLogical_PV,NA
435493,242,-1,gamma,1.71983,0,4.69375,7.8,-0.990783,19.5621,detectLogical_PV,NA
441802,1970,-1,gamma,1.46917,0,10.0138,7.8,-0.665842,22.7943,detectLogical_PV,NA
457656,256,-1,gamma,1.72052,0,4.65864,7.8,3.02403,1.74415,detectLogical_PV,NA
461464,1935,-1,gamma,1.46917,0,2.87075,7.8,0.393213,1.67815,detectLogical_PV,NA
475044,5138,-1,gamma,1.23795,0,10.6664,7.35862,-0.0479972,11.951,detectLogical_PV,NA
478399,1896,-1,gamma,1.4687,0,6.15389,7.8,2.48141,10.0586,detectLogical_PV,NA
494790,212,-1,gamma,1.72052,0,6.19009,7.8,-0.196675,15.5338,detectLogical_PV,NA
