#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
13016,1886,-1,gamma,1.4687,0,6.25291,7.8,0.686514,982.979,detectLogical_PV,NA
19427,2696,-1,gamma,1.72052,0,5.71296,7.8,-2.56437,361.973,detectLogical_PV,NA
24737,135,-1,gamma,0.52313,0,4.01266,7.8,1.11215,598.907,detectLogical_PV,NA
26528,5112,-1,gamma,3.6598,0,5.3361,7.8,0.717899,272.077,detectLogical_PV,NA
41966,224,-1,gamma,1.72052,0,8.79171,7.8,-1.29562,135.819,detectLogical_PV,NA
48100,249,-1,gamma,1.72052,0,4.58525,7.8,0.014953,1064.8,detectLogical_PV,NA
75667,239,-1,gamma,1.71983,0,9.46319,7.8,2.59365,1155.91,detectLogical_PV,NA
102702,237,-1,gamma,1.72052,0,5.40916,7.8,1.73521,62.2374,detectLogical_PV,NA
110455,2718,-1,gamma,1.72052,0,9.52722,7.8,-1.6862,1269.06,detectLogical_PV,NA
132044,226,-1,gamma,1.71983,0,9.2127,7.8,-2.32683,35.6365,detectLogical_PV,NA
138187,4295,-1,gamma,1.4687,0,4.95602,7.8,0.920376,49.6774,detectLogical_PV,NA
150839,4345,-1,gamma,1.46917,0,10.3209,7.8,1.08645,318.187,detectLogical_PV,NA
153696,1933,-1,gamma,1.46917,0,8.55311,7.8,-2.24657,32.5559,detectLogical_PV,NA
158605,2464,-1,gamma,3.98099,0,5.48928,7.8,0.52641,858.192,detectLogical_PV,NA
160736,1928,-1,gamma,1.46917,0,7.55416,7.8,0.17215,1109.49,detectLogical_PV,NA
