#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
6549,252,-1,gamma,1.72052,0,3.05897,7.43428,-1.72757,19.5039,detectLogical_PV,NA
19621,254,-1,gamma,1.72052,0,7.68912,7.8,-1.20964,11.3755,detectLogical_PV,NA
21220,4565,-1,gamma,1.46917,0,8.37128,7.8,-2.83038,21.2368,detectLogical_PV,NA
25567,2297,-1,gamma,6.36271,0,3.03804,7.43338,1.68317,29.3548,detectLogical_PV,NA
38780,2462,-1,gamma,3.6598,0,5.49796,7.8,1.33638,20.3908,detectLogical_PV,NA
77674,241,-1,gamma,1.72052,0,8.68893,7.8,-2.11139,32.7358,detectLogical_PV,NA
77966,2462,-1,gamma,3.6598,0,9.36434,7.8,2.02784,42.6844,detectLogical_PV,NA
98252,2379,-1,gamma,1.23826,0,5.7357,7.8,-0.253967,78.2748,detectLogical_PV,NA
104540,2015,-1,gamma,1.4687,0,8.53894,7.8,-2.47146,90.043,detectLogical_PV,NA
128956,238,-1,gamma,1.72052,0,4.78483,7.8,0.139738,16.024,detectLogical_PV,NA
181538,2415,-1,gamma,1.23826,0,7.56517,7.8,1.22728,7.13623,detectLogical_PV,NA
201058,1934,-1,gamma,1.46917,0,9.83958,7.8,-2.2023,33.8339,detectLogical_PV,NA
214703,4013,-1,gamma,1.72052,0,7.39226,7.8,3.68731,26.4982,detectLogical_PV,NA
218126,233,-1,gamma,1.71983,0,7.36067,7.8,-1.83761,28.3352,detectLogical_PV,NA
268994,5406,-1,gamma,3.9814,0,10.6408,7.76355,-0.45395,51.7286,detectLogical_PV,NA
273022,2863,-1,gamma,1.72052,0,5.68668,7.8,0.0195178,36.2638,detectLogical_PV,NA
276213,241,-1,gamma,1.72052,0,5.15298,7.8,-1.34815,109.943,detectLogical_PV,NA
279604,2390,-1,gamma,1.23795,0,9.44748,7.8,-0.808258,134.044,detectLogical_PV,NA
295237,234,-1,gamma,1.71983,0,7.79542,7.8,-1.06167,39.0884,detectLogical_PV,NA
325125,2399,-1,gamma,3.65596,0,7.85659,7.8,0.622925,56.7304,detectLogical_PV,NA
337813,2480,-1,gamma,3.65596,0,8.34047,7.8,-2.84074,21.2521,detectLogical_PV,NA
370167,2564,-1,gamma,3.6598,0,5.68418,7.8,-1.58561,111.722,detectLogical_PV,NA
378380,236,-1,gamma,1.72052,0,9.42139,7.8,2.64189,59.9186,detectLogical_PV,NA
394624,243,-1,gamma,1.71983,0,9.93372,7.8,1.46888,1.00871,detectLogical_PV,NA
405163,1993,-1,gamma,1.4687,0,6.36665,7.8,2.9149,36.1647,detectLogical_PV,NA
416556,2997,-1,gamma,1.82198,0,6.53793,7.8,0.944713,21.261,detectLogical_PV,NA
495693,254,-1,gamma,1.72052,0,6.14158,7.8,3.83814,4.81302,detectLogical_PV,NA
