#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
3920,1957,-1,gamma,1.46917,0,4.0253,7.8,-2.9378,29.8324,detectLogical_PV,NA
24295,2603,-1,gamma,3.6598,0,9.85967,7.8,-1.1004,3.38876,detectLogical_PV,NA
74575,1916,-1,gamma,1.4687,0,4.98185,7.60193,-3.62786,5.7159,detectLogical_PV,NA
82119,5178,-1,gamma,3.6598,0,9.5934,7.8,0.97856,48.9751,detectLogical_PV,NA
88832,2600,-1,gamma,3.6598,0,7.02408,7.8,-3.61488,22.1824,detectLogical_PV,NA
111969,3333,-1,gamma,1.72052,0,5.09513,7.8,-0.555634,24.7752,detectLogical_PV,NA
131437,251,-1,gamma,1.72052,0,4.0666,7.8,0.0974561,13.3242,detectLogical_PV,NA
131731,4882,-1,gamma,1.46917,0,9.0898,7.8,2.53214,4.52055,detectLogical_PV,NA
162596,2547,-1,gamma,3.6598,0,7.44378,7.8,-2.05244,1.36023,detectLogical_PV,NA
170407,1963,-1,gamma,1.4687,0,7.75077,7.8,-2.03551,13.6391,detectLogical_PV,NA
194362,224,-1,gamma,1.72052,0,6.10914,7.42491,3.96095,1.31767,detectLogical_PV,NA
197812,223,-1,gamma,1.71983,0,6.13954,7.8,-1.48151,15.8298,detectLogical_PV,NA
216750,247,-1,gamma,1.72052,0,5.62337,7.8,-2.49488,104.466,detectLogical_PV,NA
237901,245,-1,gamma,1.71983,0,5.3895,7.8,1.59367,60.2245,detectLogical_PV,NA
238836,5222,-1,gamma,3.65596,0,9.74741,7.8,-2.44859,9.45731,detectLogical_PV,NA
349056,5050,-1,gamma,1.46917,0,6.99803,7.8,-1.68418,59.6864,detectLogical_PV,NA
397749,3043,-1,gamma,1.72052,0,5.49356,7.71781,-3.82411,0.630789,detectLogical_PV,NA
411234,240,-1,gamma,1.72052,0,7.91216,7.8,-2.89847,32.9278,detectLogical_PV,NA
417373,235,-1,gamma,1.72052,0,9.20232,7.8,-0.392875,4.33094,detectLogical_PV,NA
489798,1962,-1,gamma,1.4687,0,7.95594,7.41801,3.78652,38.8281,detectLogical_PV,NA
493399,2448,-1,gamma,3.6598,0,9.72915,7.8,-0.383465,23.9761,detectLogical_PV,NA
