#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
826,187,-1,e-,126.458,5.70961e-23,9.54121,7.8,2.19226,11.4097,detectLogical_PV,sourcePhysical
1915,103,-1,e-,38.5815,7.88776e-23,5.20924,7.8,-0.776121,27.5569,detectLogical_PV,sourcePhysical
2208,125,-1,e-,34.4288,1.09235e-22,8.18049,7.8,-0.694806,1.05428,detectLogical_PV,sourcePhysical
2252,232,-1,e-,139.585,3.17725e-23,5.19902,7.8,-0.223909,15.8402,detectLogical_PV,sourcePhysical
2713,103,-1,e-,112.391,3.15231e-23,6.62094,7.8,0.991362,22.2594,detectLogical_PV,sourcePhysical
3202,164,-1,e-,94.3668,3.62589e-23,5.49818,7.8,-1.98139,0.252285,detectLogical_PV,sourcePhysical
3627,103,-1,e-,121.531,6.22097e-23,9.26508,7.8,-1.53257,15.3664,detectLogical_PV,sourcePhysical
3744,180,-1,e-,70.7778,1.0888e-22,10.657,7.72107,0.278337,1.06381,detectLogical_PV,sourcePhysical
3833,165,-1,e-,68.1516,5.11903e-23,5.00229,7.8,1.36808,1.95875,detectLogical_PV,sourcePhysical
4668,219,-1,e-,159.292,6.25552e-24,8.14694,7.39847,3.71602,1.58171,detectLogical_PV,sourcePhysical
4805,103,-1,e-,148.695,3.50117e-23,7.89055,7.8,-0.847418,3.22617,detectLogical_PV,sourcePhysical
5454,103,-1,e-,46.8297,8.41691e-23,6.66728,7.8,1.16494,5.21756,detectLogical_PV,sourcePhysical
5534,156,-1,e-,88.4602,4.66011e-23,8.14535,7.8,1.23055,2.93646,detectLogical_PV,sourcePhysical
8803,103,-1,e-,79.8444,5.17321e-23,7.74931,7.8,0.465915,1.88451,detectLogical_PV,sourcePhysical
9567,136,-1,e-,32.5045,1.12677e-22,7.67491,7.8,2.56467,12.8847,detectLogical_PV,sourcePhysical
9805,103,-1,e-,38.8237,9.4184e-23,9.73973,7.8,0.0763173,32.2619,detectLogical_PV,sourcePhysical
9822,103,-1,e-,99.9893,3.97685e-23,6.57638,7.8,0.886831,10.2589,detectLogical_PV,sourcePhysical
