#class tools::wcsv::ntuple
#title APXS Detector Hits
#separator 44
#vector_separator 59
#column int EventID
#column int TrackID
#column int MigrantID
#column string Particle
#column double InitialEnergy
#column double DepositedEnergy
#column double XPosition
#column double YPosition
#column double ZPosition
#column double LocalTime
#column string Volume
#column string ParentVolume
25109,2166,-1,gamma,6.34985,0,6.36174,7.8,0.377356,1635.24,detectLogical_PV,NA
52717,1979,-1,gamma,1.46917,0,5.70572,7.8,-0.0744155,145.642,detectLogical_PV,NA
114825,226,-1,gamma,1.72052,0,8.78605,7.8,1.3001,28.5953,detectLogical_PV,NA
143964,224,-1,gamma,1.72052,0,6.05436,7.8,2.40659,156.112,detectLogical_PV,NA
148989,2401,-1,gamma,3.65596,0,6.04077,7.8,-0.478941,70.0444,detectLogical_PV,NA
166660,2447,-1,gamma,3.65596,0,7.66319,7.8,0.497601,134.896,detectLogical_PV,NA
180576,5107,-1,gamma,3.65596,0,7.05788,7.8,2.25895,1138.36,detectLogical_PV,NA
323078,2426,-1,gamma,3.65596,0,7.15884,7.8,0.403849,212.557,detectLogical_PV,NA
416384,230,-1,gamma,1.72052,0,4.92299,7.8,-0.312819,523.362,detectLogical_PV,NA
441312,3045,-1,gamma,1.72052,0,7.03077,7.8,0.364503,8.64,detectLogical_PV,NA
442511,232,-1,gamma,1.71983,0,5.88292,7.8,-1.21115,1473.32,detectLogical_PV,NA
458278,223,-1,gamma,1.71983,0,7.18452,7.8,-0.0226639,273.201,detectLogical_PV,NA
474816,223,-1,gamma,1.71983,0,9.35397,7.8,0.314697,4.9003,detectLogical_PV,NA
486634,2032,-1,gamma,1.4687,0,6.65422,7.8,-1.00907,25.3056,detectLogical_PV,NA
496399,2143,-1,gamma,1.23826,0,8.46488,7.8,1.45154,1327.95,detectLogical_PV,NA
